Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	Gene Name or Symbol	Previous ID(s)	
PBANKA_1030400	PBANKA_1030400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,229,743..1,232,418(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000322.00.0;PBANKA_103040	
PBANKA_1030500	PBANKA_1030500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,232,561..1,235,299(-)	mini-chromosome maintenance complex-binding protein, putative	No	1	MCMBP	Previous IDs: PB000323.00.0;PB001172.00.0;PB100587.00.0;PBANKA_103050	
PBANKA_1030600	PBANKA_1030600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,237,181..1,238,167(-)	p1/s1 nuclease, putative	No	1	N/A	Previous IDs: PB001173.00.0;PB300655.00.0;PBANKA_103060	
PBANKA_1030700	PBANKA_1030700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,239,339..1,240,784(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000953.01.0;PBANKA_103070	
PBANKA_1030800	PBANKA_1030800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,241,050..1,242,711(-)	methyltransferase, putative	No	1	N/A	Previous IDs: PB000952.01.0;PBANKA_103080	
PBANKA_1030900	PBANKA_1030900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,243,249..1,244,910(-)	GTP-binding protein Obg1, putative	No	1	Obg1	Previous IDs: PB000951.01.0;PB301445.00.0;PBANKA_103090	
PBANKA_1031000	PBANKA_1031000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,245,466..1,248,510(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000950.01.0;PBANKA_103100	
PBANKA_1031100	PBANKA_1031100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,250,119..1,255,548(+)	plastid replication-repair enzyme, putative	No	1	PREX	Previous IDs: PB000754.02.0;PB300049.00.0;PBANKA_103110	
PBANKA_1031200	PBANKA_1031200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,256,183..1,258,363(-)	DnaJ protein, putative	No	1	N/A	Previous IDs: PB000755.02.0;PBANKA_103120	
PBANKA_1031300	PBANKA_1031300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,261,430..1,263,944(+)	rhomboid protease ROM8	No	1	ROM8	Previous IDs: PB000753.00.0;PBANKA_103130	
PBANKA_1031400	PBANKA_1031400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,265,605..1,267,677(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001547.02.0;PBANKA_103140	
PBANKA_1031500	PBANKA_1031500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,267,898..1,275,425(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001072.02.0;PB300031.00.0;PBANKA_103150	
PBANKA_1031600	PBANKA_1031600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,276,801..1,279,041(-)	ribosome maturation protein SBDS, putative	No	1	N/A	Previous IDs: PB000076.00.0;PB001222.00.0;PB300201.00.0;PB301290.00.0;PBANKA_103160	
PBANKA_1031700	PBANKA_1031700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,280,623..1,282,076(-)	ankyrin-repeat protein, putative	No	1	N/A	Previous IDs: PB000077.00.0;PBANKA_103170	
PBANKA_1031800	PBANKA_1031800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,285,014..1,286,226(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000778.00.0;PB301466.00.0;PBANKA_103180	
PBANKA_1031900	PBANKA_1031900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,287,545..1,288,942(-)	eukaryotic translation initiation factor 2 subunit gamma, putative	No	1	eIF2gamma	Previous IDs: PB000776.00.0;PB300628.00.0;PBANKA_103190	
PBANKA_1032000	PBANKA_1032000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,291,227..1,291,787(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB406043.00.0;PBANKA_103200	
PBANKA_1032100	PBANKA_1032100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,292,452..1,294,266(-)	rhoptry-associated protein 1	No	1	RAP1	Previous IDs: PB000779.00.0;PBANKA_103210	
PBANKA_1032200	PBANKA_1032200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,296,905..1,308,485(+)	WD repeat-containing protein, putative	No	1	N/A	Previous IDs: PB000328.01.0;PB000409.00.0;PB000777.00.0;PB001210.02.0;PBANKA_103220	
PBANKA_1032300	PBANKA_1032300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,309,355..1,311,625(-)	CTP synthase, putative	No	1	CTPS	Previous IDs: PB001207.02.0;PB300080.00.0;PB301328.00.0;PBANKA_103230	
PBANKA_1032400	PBANKA_1032400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,314,206..1,315,929(-)	alpha/beta hydrolase, putative	No	1	N/A	Previous IDs: PB001211.02.0;PBANKA_103240	
PBANKA_1032500	PBANKA_1032500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,317,833..1,318,723(+)	ER membrane protein complex subunit 2, putative	No	1	EMC2	Previous IDs: PB001209.02.0;PBANKA_103250	
PBANKA_1032600	PBANKA_1032600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,319,892..1,321,595(-)	cytidine diphosphate-diacylglycerol synthase, putative	No	1	CDS	Previous IDs: PB001208.02.0;PB401713.00.0;PBANKA_103260;PbCDS	
PBANKA_1032700	PBANKA_1032700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,324,518..1,326,041(-)	CUGBP Elav-like family member 2, putative	No	1	CELF2	Previous IDs: HoBo;PB001285.00.0;PB300194.00.0;PBANKA_103270	
PBANKA_1032800	PBANKA_1032800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,329,675..1,332,155(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000901.03.0;PB403251.00.0;PBANKA_103280	
PBANKA_1032900	PBANKA_1032900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,332,904..1,334,430(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000902.03.0;PBANKA_103290	
PBANKA_1033000	PBANKA_1033000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,335,749..1,339,091(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000966.00.0;PBANKA_103300	
PBANKA_1033100	PBANKA_1033100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,342,136..1,343,856(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000853.00.0;PB000854.00.0;PB300804.00.0;PB300805.00.0;PBANKA_103310	
PBANKA_1033200	PBANKA_1033200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,345,033..1,346,190(-)	DNA damage-inducible protein 1, putative	No	1	DDI1	Previous IDs: PB000850.00.0;PBANKA_103320	
PBANKA_1033300	PBANKA_1033300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,347,996..1,348,777(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_103330	
PBANKA_1033400	PBANKA_1033400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,349,301..1,352,585(-)	aldo-keto reductase, putative	No	1	N/A	Previous IDs: PB000848.00.0;PB402324.00.0;PBANKA_103340	
PBANKA_1033500	PBANKA_1033500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,353,548..1,355,238(+)	WD repeat-containing protein, putative	No	1	N/A	Previous IDs: PB000851.00.0;PB406016.00.0;PBANKA_103350	
PBANKA_1033600	PBANKA_1033600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,356,459..1,357,475(+)	tRNA-dihydrouridine synthase, putative	No	1	N/A	Previous IDs: PB000849.00.0;PBANKA_103360	
PBANKA_1033700	PBANKA_1033700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,358,068..1,359,210(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000852.00.0;PBANKA_103370	
PBANKA_1033800	PBANKA_1033800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,361,795..1,381,517(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000006.02.0;PB000218.01.0;PB000389.00.0;PB000474.03.0;PB000590.00.0;PBANKA_103380	
PBANKA_1033900	PBANKA_1033900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,382,338..1,383,324(-)	40S ribosomal protein S8e, putative	No	1	N/A	Previous IDs: PB001143.02.0;PB300576.00.0;PBANKA_103390	
PBANKA_1034000	PBANKA_1034000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,385,814..1,386,371(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB106179.00.0;PBANKA_103400	
PBANKA_1034100	PBANKA_1034100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,388,310..1,391,519(+)	FANCJ-like helicase, putative	No	1	FANCJ	Previous IDs: PB000359.00.0;PBANKA_103410	
PBANKA_1034200	PBANKA_1034200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,392,549..1,392,824(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_103420	
PBANKA_1034300	PBANKA_1034300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,398,556..1,402,695(+)	AP2 domain transcription factor AP2-G2	No	1	AP2-G2	Previous IDs: PB000299.03.0;PBANKA_103430	
PBANKA_1034400	PBANKA_1034400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,404,093..1,405,445(-)	plasmepsin IV	No	1	PM4	Previous IDs: PB000298.03.0;PBANKA_103440;PM4	
PBANKA_1034500	PBANKA_1034500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,407,969..1,409,392(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000372.00.0;PB300741.00.0;PBANKA_103450	
PBANKA_1034600	PBANKA_1034600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,411,754..1,417,711(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB100506.00.0;PB101076.00.0;PB101655.00.0;PB401100.00.0;PB406063.00.0;PBANKA_103460	
PBANKA_1034700	PBANKA_1034700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,417,727..1,418,789(-)	multifunctional methyltransferase subunit TRM112, putative	No	1	TRM112	Previous IDs: PBANKA_103470	
PBANKA_1034800	PBANKA_1034800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,419,719..1,420,294(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000263.02.0;PBANKA_103480	
PBANKA_1034900	PBANKA_1034900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,421,131..1,423,556(-)	pre-mRNA-splicing factor 38B, putative	No	1	PRP38B	Previous IDs: PB000262.02.0;PBANKA_103490	
PBANKA_1035000	PBANKA_1035000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,425,289..1,426,287(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000894.01.0;PBANKA_103500	
PBANKA_1035100	PBANKA_1035100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,427,267..1,428,534(-)	rRNA 2'-O-methyltransferase fibrillarin, putative	No	1	NOP1	Previous IDs: PB000893.01.0;PBANKA_103510	
PBANKA_1035200	PBANKA_1035200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,429,866..1,433,780(-)	LCCL domain-containing protein	No	1	CCp3	Previous IDs: PB000977.02.0;PBANKA_103520;PbSR	
PBANKA_1035300	PBANKA_1035300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,435,014..1,436,518(-)	radical SAM protein, putative	No	1	RlmN	Previous IDs: PB000978.02.0;PBANKA_103530	
PBANKA_1035400	PBANKA_1035400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,439,463..1,440,689(+)	glideosome associated protein with multiple membrane spans 3, putative	No	1	GAPM3	Previous IDs: PB000435.02.0;PB300653.00.0;PBANKA_103540	
PBANKA_1035500	PBANKA_1035500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,441,965..1,442,540(-)	vacuolar protein sorting-associated protein 29, putative	No	1	VPS29	Previous IDs: PB000434.02.0;PBANKA_103550	
PBANKA_1035600	PBANKA_1035600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,443,468..1,446,854(-)	ATP-dependent Clp protease regulatory subunit ClpC, putative	No	1	ClpC	Previous IDs: PB000979.01.0;PB300616.00.0;PB301184.00.0;PB301282.00.0;PBANKA_103560	
PBANKA_1035700	PBANKA_1035700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,448,272..1,452,785(+)	WD repeat-containing protein 65, putative	No	1	WDR65	Previous IDs: PB000977.01.0;PBANKA_103570	
PBANKA_1035800	PBANKA_1035800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,453,298..1,455,025(-)	pentatricopeptide repeat-containing protein 1, putative	No	1	PPR1	Previous IDs: PB000978.01.0;PBANKA_103580	
PBANKA_1035900	PBANKA_1035900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,456,241..1,457,620(-)	glycerophosphodiester phosphodiesterase, putative	No	1	GDPD	Previous IDs: PB000020.00.0;PB000103.01.0;PB300759.00.0;PBANKA_103590	
PBANKA_1036000	PBANKA_1036000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,459,363..1,466,676(-)	transcription elongation factor SPT6, putative	No	1	SPT6	Previous IDs: PB000693.00.0;PB001630.02.0;PB103713.00.0;PB300047.00.0;PB300226.00.0;PBANKA_103600	
PBANKA_1036100	PBANKA_1036100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,467,845..1,471,243(+)	tubby domain-containing protein, putative	No	1	N/A	Previous IDs: PB000683.01.0;PB000861.01.0;PB103238.00.0;PBANKA_103610	
PBANKA_1036200	PBANKA_1036200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,471,796..1,472,659(-)	RNA-binding protein 8A, putative	No	1	RBM8A	Previous IDs: PB301087.00.0;PBANKA_103620	
PBANKA_1036300	PBANKA_1036300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,473,742..1,476,748(-)	RNA-binding protein, putative	No	1	N/A	Previous IDs: PB000347.00.0;PB000948.01.0;PB001563.02.0;PBANKA_103630	
PBANKA_1036400	PBANKA_1036400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,477,776..1,481,049(+)	ribosome biogenesis protein BOP1, putative	No	1	BOP1	Previous IDs: PB001053.03.0;PB300350.00.0;PBANKA_103640	
PBANKA_1036500	PBANKA_1036500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,482,658..1,484,313(+)	RING zinc finger protein, putative	No	1	N/A	Previous IDs: PBANKA_103650	
PBANKA_1036600	PBANKA_1036600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,486,657..1,487,706(+)	ribonucleoside-diphosphate reductase small chain, putative	No	1	N/A	Previous IDs: PB000709.01.0;PB000804.01.0;PBANKA_103660	
PBANKA_1036700	PBANKA_1036700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,488,232..1,489,968(-)	COBW domain-containing protein 1, putative	No	1	CBWD1	Previous IDs: PB000707.01.0;PBANKA_103670	
PBANKA_1036800	PBANKA_1036800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,490,863..1,495,561(+)	DNA mismatch repair protein, putative	No	1	MutS	Previous IDs: PB000015.02.0;PB000086.03.0;PB000708.01.0;PBANKA_103680	
PBANKA_1036900	PBANKA_1036900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,495,698..1,498,475(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000014.02.0;PBANKA_103690	
PBANKA_1037000	PBANKA_1037000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,498,692..1,499,561(-)	trafficking protein particle complex subunit 1, putative	No	1	BET5	Previous IDs: PB000016.02.0;PBANKA_103700	
PBANKA_1037100	PBANKA_1037100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,500,346..1,503,919(+)	GTPase-activating protein, putative	No	1	N/A	Previous IDs: PB301380.00.0;PB403363.00.0;PBANKA_103710	
PBANKA_1037200	PBANKA_1037200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,504,649..1,507,475(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000357.00.0;PBANKA_103720	
PBANKA_1037300	PBANKA_1037300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,509,188..1,510,066(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_103730	
PBANKA_1037400	PBANKA_1037400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,512,423..1,513,349(+)	cysteine-rich small secreted protein CSS, putative	No	1	N/A	Previous IDs: PB000264.00.0;PBANKA_103740	
PBANKA_1037500	PBANKA_1037500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,514,226..1,520,023(+)	adenylyl cyclase alpha	No	1	ACalpha	Previous IDs: ACalpha;PB001333.02.0;PB106447.00.0;PBANKA_103750	
PBANKA_1037600	PBANKA_1037600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,520,313..1,521,611(-)	rRNA biogenesis protein RRP5, putative	No	1	RRP5	Previous IDs: PB001329.02.0;PBANKA_103760	
PBANKA_1037700	PBANKA_1037700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,522,511..1,523,062(-)	ribosomal protein L16, mitochondrial, putative	No	1	N/A	Previous IDs: PB001330.02.0;PBANKA_103770	
PBANKA_1037800	PBANKA_1037800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,524,122..1,524,622(-)	secreted ookinete adhesive protein	No	1	SOAP	Previous IDs: PB001334.02.0;PBANKA_103780;SOAP	
PBANKA_1037900	PBANKA_1037900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,525,731..1,526,307(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB106442.00.0;PBANKA_103790	
PBANKA_1038000	PBANKA_1038000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,528,499..1,529,161(+)	cytochrome c, putative	No	1	N/A	Previous IDs: PB001331.02.0;PBANKA_103800	
PBANKA_1038100	PBANKA_1038100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,529,739..1,530,348(-)	DNA-directed RNA polymerase II subunit RPB4, putative	No	1	N/A	Previous IDs: PB001332.02.0;PBANKA_103810	
PBANKA_1038200	PBANKA_1038200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,532,517..1,537,402(+)	nuclear formin-like protein MISFIT	No	1	MISFIT	Previous IDs: MISFIT;PB000064.01.0;PB300969.00.0;PBANKA_103820	
PBANKA_1038300	PBANKA_1038300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,538,502..1,539,879(+)	translocation associated membrane protein, putative	No	1	TRAM	Previous IDs: PB000068.02.0;PBANKA_103830	
PBANKA_1038400	PBANKA_1038400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,540,398..1,541,067(-)	selenoprotein, putative	No	1	Sel1	Previous IDs: PB104419.00.0;PBANKA_103840	
PBANKA_1038500	PBANKA_1038500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,541,612..1,543,555(+)	dynein light chain, putative	No	1	N/A	Previous IDs: PB104418.00.0;PBANKA_103850	
PBANKA_1038600	PBANKA_1038600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,543,677..1,547,446(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000021.02.0;PBANKA_103860	
PBANKA_1038700	PBANKA_1038700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,547,909..1,551,970(+)	tetratricopeptide repeat protein, putative	No	1	N/A	Previous IDs: PB000020.02.0;PBANKA_103870	
PBANKA_1038800	PBANKA_1038800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,553,029..1,553,661(+)	EGF domain-containing protein, putative	No	1	N/A	Previous IDs: PBANKA_103880	
PBANKA_1038900	PBANKA_1038900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,554,996..1,560,380(+)	condensin complex subunit 1, putative	No	1	CAPD2	Previous IDs: PB000213.00.0;PBANKA_103890	
PBANKA_1039000	PBANKA_1039000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,561,023..1,563,497(-)	radial spoke protein 3, putative	No	1	N/A	Previous IDs: PB100371.00.0;PB400783.00.0;PBANKA_103900	
PBANKA_1039100	PBANKA_1039100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,564,424..1,566,778(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000654.01.0;PB001571.02.0;PBANKA_103910	
PBANKA_1039200	PBANKA_1039200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,568,016..1,569,164(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB106731.00.0;PBANKA_103920	
PBANKA_1039300	PBANKA_1039300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,570,946..1,574,202(+)	U2 snRNP-associated SURP motif-containing protein, putative	No	1	SR140	Previous IDs: PB001569.02.0;PB300362.00.0;PB300415.00.0;PBANKA_103930	
PBANKA_1039400	PBANKA_1039400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,575,710..1,576,830(+)	ribosomal protein S27a, putative	No	1	N/A	Previous IDs: PB001572.02.0;PBANKA_103940	
PBANKA_1039450	PBANKA_1039450.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,576,343..1,576,424(+)	small nucleolar RNA snoR22	No	1	N/A	Previous IDs: PBANKA_103945	
PBANKA_1039500	PBANKA_1039500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,578,256..1,579,851(+)	zinc finger protein, putative	No	1	N/A	Previous IDs: PB001570.02.0;PBANKA_103950	
PBANKA_1039600	PBANKA_1039600.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,581,362..1,583,230(+)	26S proteasome regulatory subunit RPN6, putative	No	1	RPN6	Previous IDs: PB000023.00.0;PB001568.02.0;PBANKA_103960	
PBANKA_1039700	PBANKA_1039700.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,583,987..1,584,550(-)	cytochrome c oxidase subunit ApiCOX19, putative	No	1	N/A	Previous IDs: PB000024.00.0;PBANKA_103970	
PBANKA_1039800	PBANKA_1039800.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,585,829..1,588,243(-)	pseudouridine synthase, putative	No	1	N/A	Previous IDs: PB001607.02.0;PBANKA_103980	
PBANKA_1039900	PBANKA_1039900.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,589,379..1,592,837(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001608.02.0;PBANKA_103990	
PBANKA_1040000	PBANKA_1040000.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,593,402..1,596,031(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB001105.03.0;PBANKA_104000	
PBANKA_1040100	PBANKA_1040100.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,597,122..1,598,447(-)	choline kinase	No	1	CK	Previous IDs: PB000638.02.0;PBANKA_104010	
PBANKA_1040151	PBANKA_1040151.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,600,624..1,602,367(-)	fam-a protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1040200	PBANKA_1040200.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,605,639..1,606,724(+)	PIR protein	No	1	N/A	Previous IDs: PB200107.00.0;PBANKA_104020	
PBANKA_1040300	PBANKA_1040300.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,608,405..1,609,298(+)	fam-b protein	No	1	N/A	Previous IDs: PB100586.00.0;PB108101.00.0;PBANKA_104030	
PBANKA_1040400	PBANKA_1040400.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,612,445..1,613,646(+)	PIR protein	No	1	N/A	Previous IDs: PB402529.00.0;PB500008.00.0;PBANKA_104040	
PBANKA_1040500	PBANKA_1040500.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,616,047..1,617,068(+)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PB200003.00.0;PBANKA_104050	
PBANKA_1040521	PBANKA_1040521.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,619,492..1,620,409(+)	fam-b protein	No	1	N/A	Previous IDs: PB108596.00.0;PB200005.00.0;PB500005.00.0;PBANKA_000360;PBANKA_083710	
PBANKA_1040541	PBANKA_1040541.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,623,606..1,624,732(+)	PIR protein	No	1	N/A	Previous IDs: PB200114.00.0;PB500006.00.0;PBANKA_083700	
PBANKA_1040561	PBANKA_1040561.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,627,231..1,629,285(+)	PIR protein	No	1	N/A	Previous IDs: PB500041.00.0;PBANKA_090030	
PBANKA_1040581	PBANKA_1040581.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,632,249..1,634,941(+)	PIR protein	No	1	N/A	Previous IDs: PBANKA_050040	
PBANKA_1040601	PBANKA_1040601.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,636,496..1,636,986(-)	fam-c protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1040621	PBANKA_1040621.1	Plasmodium berghei ANKA	PbANKA_10_v3:1,638,985..1,639,716(-)	fam-b protein	No	1	N/A	N/A	
PBANKA_1100011	PBANKA_1100011.1	Plasmodium berghei ANKA	PbANKA_11_v3:1,977..2,763(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100021	PBANKA_1100021.1	Plasmodium berghei ANKA	PbANKA_11_v3:4,269..5,055(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100031	PBANKA_1100031.1	Plasmodium berghei ANKA	PbANKA_11_v3:6,559..7,345(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100041	PBANKA_1100041.1	Plasmodium berghei ANKA	PbANKA_11_v3:8,849..9,635(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100051	PBANKA_1100051.1	Plasmodium berghei ANKA	PbANKA_11_v3:11,138..11,924(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100061	PBANKA_1100061.1	Plasmodium berghei ANKA	PbANKA_11_v3:13,438..14,224(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100071	PBANKA_1100071.1	Plasmodium berghei ANKA	PbANKA_11_v3:15,764..16,549(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100100	PBANKA_1100100.1	Plasmodium berghei ANKA	PbANKA_11_v3:18,090..18,876(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_110010	
PBANKA_1100200	PBANKA_1100200.1	Plasmodium berghei ANKA	PbANKA_11_v3:20,394..21,180(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_110020	
PBANKA_1100300	PBANKA_1100300.1	Plasmodium berghei ANKA	PbANKA_11_v3:22,698..23,872(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_110030	
PBANKA_1100351	PBANKA_1100351.1	Plasmodium berghei ANKA	PbANKA_11_v3:26,207..27,375(-)	PIR protein	No	1	N/A	Previous IDs: PB200089.00.0	
PBANKA_1100400	PBANKA_1100400.1	Plasmodium berghei ANKA	PbANKA_11_v3:29,730..30,948(-)	PIR protein	No	1	N/A	Previous IDs: PB200067.00.0;PB403296.00.0;PB405413.00.0;PBANKA_000290;PBANKA_110040	
